pk,sk,assigned_cohort,fee,status_code,status,accept_reject_date,amount_to_be_paid,transaction_id,payment_status,i_agree_to_terms_and_conditions_of_global_shala,modified_at,apply_date,accept_reject_reason,category,not_started_date,cohort_p2,cohort_p1,team_name,team_code,application_id,i_have_read_and_agreed_to_the_terms_and_conditions,send_for_approval_mechanism_t_c,i_understand_that_i_will_have_to_commit_at_least56_hours_each_w,why_do_you_want_to_apply_for_this_internship,created_at,created_month,created_quarter,external_reference_url,work_item_sk,i_understand_that_this_is_the_first_step_towards_my_application,how_did_you_hear_about_this_opportunity,can_you_share_an_experience_where_you_proactively_pursued_learn,dropped_out_date,appear_in_wishlist
Learner#998a6f6b-cc30-411b-9d2d-d2f50958be23,Learner#00000000100A2EABMT8Z21DWKG,B5ILZD5,,1070,Team Allocated,3/27/2026,$0.00,,unpaid,,3/27/2026,3/27/2026,Candidate meets all requirements,,,,B5ILZD5,,,APP12345,TRUE,,,I want to apply for this internship to improve my skills and learn from industry experts.,2/27/2026,February,Q1,,WorkItem#0000000010XSWZX5BNGT3AFP4A,,,,,
Learner#d40e8693-9977-4fc6-b3f1-dca1028a024f,Learner#00000000100A2EABMT8Z21DWKG,B5ILZD5,,1070,Team Allocated,4/8/2026,$0.00,,unpaid,,4/8/2026,4/7/2026,Candidate meets all requirements,,,,B5ILZD5,,,,TRUE,,,I want to gain practical experience and develop key skills through hands-on internship work.,4/17/2026,April,Q2,,WorkItem#000000001034GG9ZRFY9JBCSTK,,,,,
Learner#d40e8693-9977-4fc6-b3f1-dca1028a024f,Learner#00000000100A6W88AX6SSEE9SV,,,1010,Applied,,$0.00,,unpaid,,4/21/2026,4/21/2026,,,,,BWC1I49,,,,TRUE,,,12345,9/21/2023,September,Q3,,WorkItem#0000000010M13QFF5XGQ4QQQK4,,,,,
Learner#,Learner#00000000100A6W88AX6SSEE9SV,,$0.00,,,,,,,,4/17/2026,,,Internship,,,,,,,,,,,12/12/2025,December,Q4,,WorkItem#0000000010Z1Y2QB9NDKT0HN8A,,,,,"{'""serial_number'"":'""1'"""
Learner#13c5db90-b9df-4192-a33c-23c23b416481,Learner#00000000100A6W88AX6SSEE9SV,BWC1I49,,1050,Dropped,4/17/2026,$0.00,,unpaid,,4/17/2026,4/17/2026,Strong application,,,,BWC1I49,,,,TRUE,,,ok,4/21/2026,April,Q2,,WorkItem#0000000010N7VZ5QR8QQDNAHDF,,,,4/17/2026,
Learner#,Learner#00000000100AS28F5652VWP7S4,,$0.00,,,,,,,,11/11/2025,,,Internship,,,,,,,,,,,9/22/2023,September,Q3,,WorkItem#000000001032QXNRPW4H510Z3M,,,,,"""ans_type'"":'""boolean'""}"
Learner#,Learner#00000000100BM4MXVE221KJEE3,,$1.00,,,,,,,,3/11/2025,,,Competition,,,,,,,,,,,8/2/2024,August,Q3,,WorkItem#0000000010E0DADE3J75A4E0D4,,,,,"""is_frozen'"":'""false'"""
Learner#,Learner#00000000100BY3WYWMJVW1BF08,,$1.00,,,,,,,,1/29/2026,,,Competition,,,,,,,,,,,7/31/2024,July,Q3,,WorkItem#0000000010C079NE3646C45DBP,,,,,"""ans_type'"":'""boolean'""}"
Learner#a4809839-e24b-4817-ac33-05ffdbbf3abd,Learner#00000000100BY3WYWMJVW1BF08,,,1010,Applied,,$1.00,,unpaid,,1/29/2026,1/29/2026,,,,,BYZ0OI2,Team Compete 1769719660454,TQ4JAX1,Applying from cypress automation testing.Applying from cypress automation testing.,TRUE,automatic,,,4/17/2025,April,Q2,,,,,,,
Learner#c4b7e8ad-5ce9-47ce-a9ec-ee9fca932934,Learner#00000000100C1BC58H6PGW416B,,,1010,Applied,,$100.00,,unpaid,TRUE,1/8/2025,1/8/2025,,,,,B3KFP9H,,,,,,,,4/3/2023,April,Q2,,,,,,,
Learner#f9f52ded-a970-4700-830a-c13df19749e6,Learner#00000000100C1BC58H6PGW416B,B3KFP9H,,1070,Team Allocated,1/14/2025,$100.00,,paid,TRUE,1/14/2025,1/14/2025,This is an auto approved opportunity,,,,B3KFP9H,,,,,,,,1/22/2024,January,Q1,,WorkItem#0000000010QBNQ52JQNNTFWK9Y,,,,,
Learner#,Learner#00000000100C1BC58H6PGW416B,,$100.00,,,,,,,,1/14/2025,,,Course,,,,,,,,,,,4/17/2024,April,Q2,,WorkItem#0000000010F6DX5YCJHKDMXCWC,,,,,"""is_required_for_badge_award'"":'""false'"""
Learner#03db4b84-a7e6-4ea9-951b-ac34ca7ae258,Learner#00000000100C1BC58H6PGW416B,,,1020,Accepted,1/8/2025,$100.00,,unpaid,TRUE,1/8/2025,1/8/2025,asdfghjk,,,,B3KFP9H,,,,,,,,8/8/2024,August,Q3,,WorkItem#0000000010ETWVFSS5CWZWA7CE,,,,,
Learner#791c1c74-53b4-457e-b13e-38df4e6c3d35,Learner#00000000100C6BZK5CVG6B5YEA,,,1010,Applied,,$0.00,,unpaid,,8/22/2024,8/22/2024,,,,,BSY0PCO,,,,TRUE,,,For learning purpose,4/22/2024,April,Q2,,,,,,,
Learner#,Learner#00000000100C6BZK5CVG6B5YEA,,$0.00,,,,,,,,8/6/2024,,,Internship,,,,,,,,,,,9/5/2024,September,Q3,,,,,,,"{'""serial_number'"":'""1'"""
Learner#,Learner#00000000100CGHP7TRS2CMYTDZ,,$1.00,,,,,,,,10/1/2024,,,Event,,,,,,,,,,,11/13/2025,November,Q4,,WorkItem#000000001057EA6FTVBCWF3SM8,,,,,"""is_frozen'"":'""false'"""
Learner#791c1c74-53b4-457e-b13e-38df4e6c3d35,Learner#00000000100CQPDE8ZDZT8WYJ1,B28RD18,,1070,Team Allocated,11/13/2024,$0.00,,unpaid,,11/13/2024,11/13/2024,aa,,,,B28RD18,,,,TRUE,,,199999,11/21/2023,November,Q4,,WorkItem#0000000010X3JZ64NGSD9T6C54,,,,,
Learner#,Learner#00000000100CQPDE8ZDZT8WYJ1,,$0.00,,,,,,,,12/12/2024,,,Internship,,,,,,,,,,,12/15/2023,December,Q4,,WorkItem#0000000010MFYFH04KFS1ZN3H1,,,,,"""is_frozen'"":'""false'"""
Learner#2e5c613a-e7e7-4e04-a794-af9f05a06a0f,Learner#00000000100CXEPGA5WRZT05RG,,,1030,Rejected,4/27/2024,$1.00,,unpaid,TRUE,4/27/2024,4/26/2024,Rejecting,,,,B2H5BSG,,,,,,,,12/5/2023,December,Q4,,WorkItem#0000000010PTPA89S4XS2Q0C7E,,,,,
Learner#,Learner#00000000100CXEPGA5WRZT05RG,,$1.00,,,,,,,,4/29/2024,,,Course,,,,,,,,,,,10/22/2024,October,Q4,,WorkItem#000000001098B36181HFNFXDZT,,,,,"""ans_type'"":'""boolean'""}"
Learner#3c421dfc-3820-4750-ad73-d7546d3d7cdc,Learner#00000000100CZ31A51D9YWA3AP,BY25OXZ,,1055,Not Started,8/7/2023,$0.00,,unpaid,TRUE,8/7/2023,8/7/2023,Accepted by automation,,8/7/2023,,BY25OXZ,,,,,,,,,,,,,,,,,
Learner#ceb22147-eaba-4550-9e2a-4ea399e0d079,Learner#00000000100CZ31A51D9YWA3AP,BY25OXZ,,1055,Not Started,8/7/2023,$0.00,,unpaid,TRUE,8/7/2023,8/7/2023,Accepted by automation,,8/7/2023,,BY25OXZ,,,,,,,,3/2/2023,March,Q1,,,,,,,
Learner#,Learner#00000000100CZ31A51D9YWA3AP,,$0.00,,,,,,,,8/7/2023,,,Course,,,,,,,,,,,7/11/2023,July,Q3,,,,,,,
Learner#9367d791-46e8-4986-a1c6-e4773b80e0d0,Learner#00000000100CZ31A51D9YWA3AP,BY25OXZ,,1070,Team Allocated,8/7/2023,$0.00,,unpaid,TRUE,8/7/2023,8/7/2023,Accepted by automation,,,,BY25OXZ,,,,,,,,8/24/2023,August,Q3,,,,,,,
Learner#e84aea65-34d3-440a-bf04-f877d3bc5ce2,Learner#00000000100CZ31A51D9YWA3AP,BY25OXZ,,1055,Not Started,8/7/2023,$0.00,,unpaid,TRUE,8/7/2023,8/7/2023,Accepted by automation,,8/7/2023,,BY25OXZ,,,,,,,,5/7/2024,May,Q2,,,,,,,
Learner#2e5c613a-e7e7-4e04-a794-af9f05a06a0f,Learner#00000000100CZ31A51D9YWA3AP,BY25OXZ,,1050,Dropped,8/7/2023,$0.00,,unpaid,TRUE,8/7/2023,8/7/2023,Accepted by automation,,,,BY25OXZ,,,,,,,,8/8/2024,August,Q3,,,,,,8/7/2023,
Learner#db3ca45e-7784-4db9-9ea2-7c4f59d519db,Learner#00000000100CZ31A51D9YWA3AP,B5K3C0G,,1070,Team Allocated,8/7/2023,$0.00,,unpaid,TRUE,8/7/2023,8/7/2023,Accepted by automation,,,,BY25OXZ,,,,,,,,4/1/2025,April,Q2,,,,,,,
Learner#44e622dc-ad15-42e2-b511-1baeb9c340e1,Learner#00000000100CZ31A51D9YWA3AP,BY25OXZ,,1070,Team Allocated,8/7/2023,$0.00,,unpaid,TRUE,8/7/2023,8/7/2023,Accepted by automation,,,,BY25OXZ,,,,,,,,9/17/2025,September,Q3,,,,,,,
Learner#2240afd2-69e5-4e41-8579-165a87ad5181,Learner#00000000100CZ31A51D9YWA3AP,BY25OXZ,,1055,Not Started,8/7/2023,$0.00,,unpaid,TRUE,8/7/2023,8/7/2023,Accepted by automation,,8/7/2023,,BY25OXZ,,,,,,,,12/11/2025,December,Q4,,,,,,,
Learner#,Learner#00000000100D0TSX32GGRYRSEM,,$0.00,,,,,,,,9/12/2024,,,Engagement,,,,,,,,,,,4/15/2024,April,Q2,,WorkItem#0000000010JKB2A94GXFPBC674,,,,,"{'""serial_number'"":'""1'"""
Learner#791c1c74-53b4-457e-b13e-38df4e6c3d35,Learner#00000000100D1V0K92AGGJSWTR,BMOSCLU,,1070,Team Allocated,4/15/2024,$0.00,,unpaid,,4/15/2024,4/15/2024,yes,,,,BMOSCLU,,,,TRUE,,,For learning purpose,,,,https://sites.google.com/,WorkItem#0000000010C7N5NN2E3M4Y2MS0,,,,,
Learner#,Learner#00000000100D1V0K92AGGJSWTR,,$0.00,,,,,,,,10/29/2024,,,Internship,,,,,,,,,,,,,,,WorkItem#000000001011RM5N127W5BAZ68,,,,,
Learner#,Learner#00000000100DBEGWATDBZTA4KY,,$1.00,,,,,,,,9/6/2023,,,Internship,,,,,,,,,,,12/7/2023,December,Q4,,,,,,,
Learner#,Learner#00000000100DMSJBBK029KCS79,,$0.00,,,,,,,,8/26/2025,,,JobSimulation,,,,,,,,,,,8/21/2023,August,Q3,,WorkItem#0000000010C7W3QNA57SMTJ8EP,,,,,"{'""serial_number'"":'""1'"""
Learner#efc632f9-8b38-4e13-bef3-018906ad4934,Learner#00000000100DMSJBBK029KCS79,,,1030,Rejected,8/26/2025,$0.00,,unpaid,,8/26/2025,8/26/2025,Lack of clarity regarding skills for the internship.,,,,BHBYEO5,,,,TRUE,,,Appky,12/28/2023,December,Q4,,WorkItem#000000001096XD1SWPJ3FHX4FW,,,,,
Learner#13c5db90-b9df-4192-a33c-23c23b416481,Learner#00000000100DPB9RS8W8TXW68M,,,1040,Waitlisted,10/2/2025,$0.00,,unpaid,,10/2/2025,10/2/2025,Strong application,,,,BGVNAF9,,,,TRUE,,,For Learning Purpose,6/16/2023,June,Q2,,WorkItem#0000000010ET21NHWZVJGAHJW0,,,,,
Learner#6f39a383-aa51-4642-8995-61e49649f6d8,Learner#00000000100DPB9RS8W8TXW68M,,,1040,Waitlisted,10/16/2025,$0.00,,unpaid,,10/16/2025,10/16/2025,This is an auto approved opportunity,,,,BGVNAF9,,,,TRUE,,,Test123,,,,http://localhost:4200/opportunities/Competitions?category=Competition&isFilterByEligibility=0&tab=0,WorkItem#0000000010NV7SCP9Y1GPDAP7P,,,,,
Learner#5abc674e-6d49-478b-8800-fbe7c3eb894c,Learner#00000000100DPB9RS8W8TXW68M,,,1010,Applied,,$0.00,,unpaid,,10/16/2025,10/16/2025,,,,,BGVNAF9,,,,TRUE,,,Test123,7/9/2024,July,Q3,http://localhost:4200/opportunities/Competitions?category=Competition&isFilterByEligibility=0&tab=0,WorkItem#0000000010FHQRVQR5PZFFAF6T,,,,,
Learner#7a0d878c-2e99-40f5-837f-14a99cba1ab4,Learner#00000000100DPB9RS8W8TXW68M,,,1040,Waitlisted,10/2/2025,$0.00,,unpaid,,10/2/2025,10/2/2025,This is an auto approved opportunity,,,,BGVNAF9,,,,TRUE,,,For Learning Purpose,8/9/2024,August,Q3,,WorkItem#000000001042GEHE5NREGQVQSK,,,,,
Learner#39d44a43-5dd4-4ffe-9b57-83541cb11b7a,Learner#00000000100DPB9RS8W8TXW68M,,,1040,Waitlisted,10/6/2025,$0.00,,unpaid,,10/6/2025,10/6/2025,This is an auto approved opportunity,,,,BGVNAF9,,,Why do you want to apply for this Internship? *,TRUE,,,Why do you want to apply for this Internship? *,4/17/2025,April,Q2,,WorkItem#0000000010JSJ5GEH69T0N22Q4,,,,,
Learner#a4460c71-58aa-4d94-8c8f-3031fbbc8811,Learner#00000000100DPB9RS8W8TXW68M,BGVNAF9,,1110,Withdraw,10/2/2025,$0.00,,unpaid,,3/5/2026,10/2/2025,This is an auto approved opportunity,,,,BGVNAF9,,,,TRUE,,,For Learning Purpose,8/29/2025,August,Q3,,WorkItem#0000000010F6683KAPT8N8PBBE,,,,,
Learner#,Learner#00000000100DPB9RS8W8TXW68M,,$0.00,,,,,,,,10/2/2025,,,Competition,,,,,,,,,,,9/29/2025,September,Q3,,WorkItem#0000000010M1R4RNDZDK7KQHR2,,,,,"""is_frozen'"":'""false'"""
Learner#8832ae21-4b6d-4e43-8f2c-e4629de4b72d,Learner#00000000100DPB9RS8W8TXW68M,,,1040,Waitlisted,10/16/2025,$0.00,,unpaid,,10/16/2025,10/16/2025,This is an auto approved opportunity,,,,BGVNAF9,,,,TRUE,,,Test123,2/5/2026,February,Q1,http://localhost:4200/external/knowMore/Masterclass/S66J60B?opportunityName=Email,WorkItem#00000000109PGK9T5WXWSDHBF2,,,,,
Learner#,Learner#00000000100DQ2FP37Q49X4NN2,,$20.00,,,,,,,,10/22/2025,,,Internship,,,,,,,,,,,10/7/2024,October,Q4,,,,,,,"""question'"":'""Additional Notes'"""
Learner#66616bc8-02aa-4ad8-92b5-b1881b3c81d2,Learner#00000000100DTSNS4NGZXZ2FN0,BT7RB5I,,1070,Team Allocated,8/5/2023,$0.00,,unpaid,,8/5/2023,8/5/2023,Accepted by automation,,,,BT7RB5I,Team Compete 1691226784774,TJEK1CJ,111111,TRUE,automatic,,,6/26/2023,June,Q2,,,,,,,
Learner#,Learner#00000000100DTSNS4NGZXZ2FN0,,$0.00,,,,,,,,8/29/2023,,,Competition,,,,,,,,,,,,,,,,,,,,"""created_at'"":'""1691238181188'"""
Learner#5b103f6b-b175-46e1-b148-0683da9aff14,Learner#00000000100DTSNS4NGZXZ2FN0,BT7RB5I,,1070,Team Allocated,8/29/2023,$0.00,,unpaid,,8/29/2023,8/29/2023,act,,,,BT7RB5I,aaa,TA4C5KH,,TRUE,manual,,,1/23/2024,January,Q1,,,,,,,
Learner#44e622dc-ad15-42e2-b511-1baeb9c340e1,Learner#00000000100DTSNS4NGZXZ2FN0,BT7RB5I,,1070,Team Allocated,8/5/2023,$0.00,,unpaid,,8/5/2023,8/5/2023,Accepted by automation,,,,BT7RB5I,Team Compete 1691226784774,TJEK1CJ,111111,TRUE,automatic,,,1/23/2024,January,Q1,,,,,,,
Learner#89325f4d-2f98-44ed-89e8-865d4514dd23,Learner#00000000100DTSNS4NGZXZ2FN0,BT7RB5I,,1070,Team Allocated,8/29/2023,$0.00,,unpaid,,8/29/2023,8/29/2023,act,,,,BT7RB5I,aaa,TA4C5KH,,TRUE,manual,,,6/17/2024,June,Q2,,,,,,,
Learner#,Learner#00000000100DX4T6627VHBJM4T,,$0.00,,,,,,,,6/13/2023,,,Course,,,,,,,,,,,7/5/2023,July,Q3,,,,,,,
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#00000000100DX4T6627VHBJM4T,BA025V4,,1110,Withdraw,5/13/2023,$0.00,,unpaid,TRUE,5/13/2023,5/13/2023,Accept by automation,,,,BA025V4,,,,,,,,7/18/2023,July,Q3,,,,,,,
Learner#e84aea65-34d3-440a-bf04-f877d3bc5ce2,Learner#00000000100DX4T6627VHBJM4T,BA025V4,,1120,Rewards,5/19/2023,$0.00,,unpaid,TRUE,5/19/2023,5/19/2023,rtr,,,,BA025V4,,,,,,,,4/5/2024,April,Q2,,,,,,,
Learner#09f8a324-2db8-4fed-b6c9-fa1e19f1d69e,Learner#00000000100DX4T6627VHBJM4T,BA025V4,,1080,Started,5/28/2023,$0.00,,unpaid,TRUE,5/28/2023,5/28/2023,Accepted by automation,,,,BA025V4,,,,,,,,10/1/2025,October,Q4,,,,,,,
Learner#,Learner#00000000100EMD79761GGCCZ4A,,$0.00,,,,,,,,6/15/2023,,,Masterclass,,,,,,,,,,,8/3/2023,August,Q3,,,,,,,
Learner#44e622dc-ad15-42e2-b511-1baeb9c340e1,Learner#00000000100EMD79761GGCCZ4A,B1CDBEX,,1120,Rewards,6/15/2023,$0.00,,unpaid,,6/15/2023,6/15/2023,This is an auto approved opportunity,,,,B1CDBEX,,,,TRUE,,,Applying from cypress automation testing.,4/13/2026,April,Q2,,,,,,,
Learner#03db4b84-a7e6-4ea9-951b-ac34ca7ae258,Learner#00000000100EMFQQNXNWR89V2J,,,1010,Applied,,$10.00,,unpaid,,11/6/2025,11/6/2025,,,,,BVZDWS1,,,,TRUE,,,12345678,6/30/2023,June,Q2,http://localhost:59664/external/Saint%20Louis%20University,WorkItem#0000000010TWP9A025CC199CK4,,,,,
Learner#,Learner#00000000100EMFQQNXNWR89V2J,,$10.00,,,,,,,,11/4/2025,,,Engagement,,,,,,,,,,,5/3/2024,May,Q2,,WorkItem#0000000010NGG92BNNAQZ9G9HF,,,,,
Learner#,Learner#00000000100ETMT2S79XRPHC1W,,$0.00,,,,,,,,8/6/2024,,,Career,,,,,,,,,,,11/25/2025,November,Q4,,WorkItem#000000001031MJSQWQVBN4NVSE,,,,,"""question'"":'""Question1'"""
Learner#b0012672-3be3-47a2-a62c-a50742e757e3,Learner#00000000100ETMT2S79XRPHC1W,,,1030,Rejected,4/21/2024,$0.00,,unpaid,TRUE,4/21/2024,4/2/2024,a,,,,BU3MSNL,,,,,,,,3/3/2026,March,Q1,,WorkItem#0000000010BC2STQ8KCJBJQA3Y,,,,,
Learner#,Learner#00000000100EZY4JD6FSH75FTN,,$100.00,,,,,,,,6/14/2024,,,Course,,,,,,,,,,,6/29/2023,June,Q2,,WorkItem#0000000010PBD8D5S8MD6DQ1FQ,,,,,"{'""code'"":'""Q06ALKO'"""
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#00000000100EZY4JD6FSH75FTN,,,1020,Accepted,6/14/2024,$100.00,,unpaid,TRUE,6/14/2024,6/14/2024,Accepted by automation,,,,BSJGZRT,,,,,,,,9/21/2023,September,Q3,,WorkItem#0000000010W4474E9GSGPC8MHG,,,,,
Learner#791c1c74-53b4-457e-b13e-38df4e6c3d35,Learner#00000000100EZY4JD6FSH75FTN,,,1020,Accepted,6/16/2024,$100.00,,unpaid,TRUE,6/16/2024,6/16/2024,DONE,,,,BSJGZRT,,,,,,,,2/28/2024,February,Q1,,WorkItem#0000000010NYR4YXZ5Z03V40AC,,,,,
Learner#8864966a-0b3a-4e52-9a79-e024562a6d02,Learner#00000000100EZY4JD6FSH75FTN,,,1020,Accepted,6/16/2024,$100.00,,unpaid,TRUE,6/16/2024,6/16/2024,Accepted by automation,,,,BSJGZRT,,,,,,,,4/5/2024,April,Q2,,WorkItem#0000000010GHTX4AKYMT3A2TXD,,,,,
Learner#,Learner#00000000100F5MBFEGD4X68MAJ,,$0.00,,,,,,,,1/10/2025,,,Internship,,,,,,,,,,,3/5/2025,March,Q1,,,,,,,
Learner#,Learner#00000000100FDG2RYNQ9Y7J90T,,$0.00,,,,,,,,10/2/2025,,,Internship,,,,,,,,,,,9/21/2023,September,Q3,,WorkItem#0000000010VZ6C9GKAW1JBV51V,,,,,"""question'"":'""Additional Notes'"""
Learner#6f39a383-aa51-4642-8995-61e49649f6d8,Learner#00000000100FDG2RYNQ9Y7J90T,BJV60WX,,1070,Team Allocated,10/2/2025,$0.00,,unpaid,,10/2/2025,10/2/2025,Strong application,,,,BJV60WX,,,,TRUE,,,ASDASD,11/2/2023,November,Q4,http://localhost:4200/user-profile/personal-information,WorkItem#0000000010XSPTPVBXSC7QY8H2,,,,,
Learner#34d80a6f-66bd-4e88-a484-5bdc7cf8779b,Learner#00000000100FDG2RYNQ9Y7J90T,,,1010,Applied,,$0.00,,unpaid,,10/2/2025,10/2/2025,,,,,BJV60WX,,,,TRUE,,,Testing,10/1/2024,October,Q4,https://www.google.com/,WorkItem#0000000010SBHZEXJMQB4VZDYT,,,,,
Learner#5abc674e-6d49-478b-8800-fbe7c3eb894c,Learner#00000000100FDG2RYNQ9Y7J90T,,,1010,Applied,,$0.00,,unpaid,,10/24/2025,10/24/2025,,,,,BJV60WX,,,,TRUE,,,Learning,10/24/2025,October,Q4,https://sites.google.com/,WorkItem#0000000010DSSFZG9R5F66NX3F,,,,,
Learner#,Learner#00000000100FEWKDMC3QW1MSM5,,$1.00,,,,,,,,12/12/2024,,,Competition,,,,,,,,,,,12/14/2023,December,Q4,,WorkItem#00000000105ANZVFXV1S2979XN,,,,,"{'""serial_number'"":'""1'"""
Learner#e84aea65-34d3-440a-bf04-f877d3bc5ce2,Learner#00000000100FHYTM8BH8ZNDCRE,BJTJZQK,,1120,Rewards,12/14/2023,$0.00,,unpaid,TRUE,12/14/2023,12/14/2023,Accepted by automation,,,,BJTJZQK,,,,,,,,4/2/2025,April,Q2,,WorkItem#00000000103HFDNVTC5B7S27SH,,,,,
Learner#,Learner#00000000100FHYTM8BH8ZNDCRE,,$0.00,,,,,,,,12/14/2023,,,Career,,,,,,,,,,,12/16/2025,December,Q4,,WorkItem#000000001070T73B3ZWX44DNHX,,,,,"""ans_type'"":'""boolean'""}"
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#00000000100FM0YR86M1ZY28MN,BGV4K0X,,1070,Team Allocated,7/21/2023,$0.00,,unpaid,,7/21/2023,7/21/2023,Accepted by automation,,,,BGV4K0X,,,,TRUE,,,,11/5/2024,November,Q4,,,,,,,
Learner#,Learner#00000000100FM0YR86M1ZY28MN,,$0.00,,,,,,,,7/21/2023,,,Competition,,,,,,,,,,,9/5/2025,September,Q3,,,,,,,
Learner#,Learner#00000000100FPK42NMP2C7ENXT,,$1.00,,,,,,,,12/14/2023,,,Career,,,,,,,,,,,8/31/2023,August,Q3,,WorkItem#0000000010JV5J84EN5XSSF05P,,,,,"""question'"":'""Additional Notes'"""
Learner#,Learner#00000000100FY1BJFEPEF78E6C,,$0.00,,,,,,,,5/12/2025,,,Career,,,,,,,,,,,10/21/2024,October,Q4,,WorkItem#0000000010HMWX14BP4X794J82,,,,,"""question'"":'""Additional Notes'"""
Learner#,Learner#00000000100FYEHNBJ0E5ZF9GG,,$16.00,,,,,,,,6/13/2023,,,Career,,,,,,,,,,,2/29/2024,February,Q1,,,,,,,"""ref_properties'"":'""{\'""relation_id\'"":\'""B5AZQQ\'""}'""}"
Learner#,Learner#00000000100GJJWWZ0K5KW9CYK,,$1.00,,,,,,,,9/30/2024,,,Masterclass,,,,,,,,,,,11/6/2023,November,Q4,,WorkItem#0000000010KCG7MBJSE6MW2ZXK,,,,,"{'""serial_number'"":'""0'"""
Learner#,Learner#00000000100GKGJFDCH8AH9AJC,,$0.00,,,,,,,,2/26/2026,,,Course,,,,,,,,,,,10/17/2023,October,Q4,,WorkItem#0000000010DWY466BSTJ4N4FEH,,,,,"""is_frozen'"":'""false'"""
Learner#,Learner#00000000100GKTQ06T6EFT2WSG,,$0.00,,,,,,,,9/18/2024,,,Career,,,,,,,,,,,7/21/2023,July,Q3,,WorkItem#0000000010564V54G4DAAQHF32,,,,,"{'""serial_number'"":'""1'"""
Learner#,Learner#00000000100GM34NQG0DWNYBGA,,$0.00,,,,,,,,4/23/2025,,,Masterclass,,,,,,,,,,,1/16/2026,January,Q1,,WorkItem#0000000010DXHXTH2WCMQN7XE2,,,,,"{'""serial_number'"":'""0'"""
Learner#f9f52ded-a970-4700-830a-c13df19749e6,Learner#00000000100GN2M0W4VFHT8T54,BY5DXJR,,1070,Team Allocated,5/1/2024,$0.00,,unpaid,,5/1/2024,5/1/2024,Accepted by automation,,,,BWW1PKN,,,,TRUE,,,Applying from cypress automation testing.,,,,,WorkItem#00000000102BAJ0KEYXC64GD5P,,,,,
Learner#5abc674e-6d49-478b-8800-fbe7c3eb894c,Learner#00000000100GN2M0W4VFHT8T54,,,1010,Applied,,$0.00,,unpaid,,5/16/2024,5/16/2024,,,,,BWW1PKN,,,,TRUE,,,Learning,5/7/2024,May,Q2,,,,,,,
Learner#5b103f6b-b175-46e1-b148-0683da9aff14,Learner#00000000100GN2M0W4VFHT8T54,BWW1PKN,,1110,Withdraw,5/17/2024,$0.00,,unpaid,,5/28/2024,5/7/2024,ddf,,,,BWW1PKN,,,,TRUE,,,ukhuj,7/3/2024,July,Q3,,WorkItem#0000000010Q3J1JB5K6W0Z9QM4,,,,,
Learner#fcf7c7e4-0560-4d4d-8db7-ce9044d0bc6e,Learner#00000000100GN2M0W4VFHT8T54,BWW1PKN,,1070,Team Allocated,5/7/2024,$0.00,,unpaid,,5/7/2024,5/4/2024,mmm,,,,BWW1PKN,,,,TRUE,,,xd,9/11/2024,September,Q3,,WorkItem#0000000010B0C4C40H5H5MB7A2,,,,,
Learner#,Learner#00000000100GN2M0W4VFHT8T54,,$0.00,,,,,,,,5/6/2024,,,Internship,,,,,,,,,,,3/24/2025,March,Q1,,WorkItem#0000000010WZWFGMHXDTKD1FHC,,,,,"{'is_required_for_badge_award'"":'""false'"""
Learner#3f19024d-9ba5-43de-bdc7-0d4f42829bb4,Learner#00000000100GN2M0W4VFHT8T54,BY5DXJR,,1070,Team Allocated,5/1/2024,$0.00,,unpaid,,5/1/2024,5/1/2024,Accepted by automation,,,,BWW1PKN,,,,TRUE,,,Applying from cypress automation testing.,7/2/2025,July,Q3,,WorkItem#00000000105P61HDSQH2ADA30F,,,,,
Learner#791c1c74-53b4-457e-b13e-38df4e6c3d35,Learner#00000000100GN2M0W4VFHT8T54,BWW1PKN,,1070,Team Allocated,5/7/2024,$0.00,,unpaid,,5/7/2024,5/4/2024,mm,,,,BWW1PKN,,,,TRUE,,,dd,12/8/2025,December,Q4,,WorkItem#00000000108106C8YPN4QS90A6,,,,,
Learner#b0012672-3be3-47a2-a62c-a50742e757e3,Learner#00000000100GN2M0W4VFHT8T54,BY5DXJR,,1070,Team Allocated,5/1/2024,$0.00,,unpaid,,5/1/2024,5/1/2024,Accepted by automation,,,,BY5DXJR,,,,TRUE,,,Applying from cypress automation testing.,3/24/2026,March,Q1,,WorkItem#00000000101M5A0ZBJ5YQY77GF,,,,,
Learner#,Learner#00000000100H20JBXN87KCW88Z,,$0.00,,,,,,,,4/18/2025,,,Career,,,,,,,,,,,7/21/2023,July,Q3,,WorkItem#0000000010Z68YTEVSBVQ7CED8,,,,,"{'""serial_number'"":'""1'"""
Learner#a4809839-e24b-4817-ac33-05ffdbbf3abd,Learner#00000000100H2PV9QCE1PS0181,BOAO72E,,1120,Rewards,2/9/2026,$0.00,,unpaid,,2/9/2026,2/9/2026,Candidate meets all requirements,,,,BOAO72E,,,,TRUE,,,Applying from cypress automation testing.Applying from cypress automation testing.,4/22/2024,April,Q2,,WorkItem#0000000010G65SFG2073ESW191,,,,,
